id,name,artists,year,popularity,key,tempo,acousticness,duration_ms,danceability,energy,explicit,instrumentalness,liveness,loudness,mode,speechiness,valence
01wKeKPgYxdPYA8rfMveYc,Shot You Down (feat. Jay Rock & ScHoolboy Q),"['Isaiah Rashad', 'Jay Rock', 'ScHoolboy Q']",2014,56,1,90.147,0.385,426997,0.682,0.717,1,0,0.152,-3.682,1,0.246,0.507
5f6esnDQcBiFAm8iMfkw12,Silkk da Shocka (feat. Syd),"['Isaiah Rashad', 'Syd']",2016,57,8,121.986,0.577,166087,0.59,0.602,1,6.59E-06,0.643,-8.195,1,0.413,0.72
0zbu6qCs5kqT8q3Zo0QWym,Ronnie Drake (feat. SZA),"['Isaiah Rashad', 'SZA']",2014,52,8,154.335,0.356,198298,0.482,0.779,1,0,0.173,-4.875,0,0.27,0.835
2eYY43d0V17SxOX0g7sBAD,Stuck in the Mud (feat. SZA),"['Isaiah Rashad', 'SZA']",2016,53,11,150.024,0.099,423170,0.568,0.714,1,0.00522,0.116,-8.228,1,0.368,0.508
0Gt4nGWoATcQFL38a1NRao,West Savannah (feat. SZA),"['Isaiah Rashad', 'SZA']",2014,53,9,125.103,0.13,167277,0.652,0.906,1,0.0681,0.504,-4.032,1,0.161,0.559
2RPbEp0DyBVlkRvvYKopO7,Wat's Wrong (feat. Zacari & Kendrick Lamar),"['Isaiah Rashad', 'Zacari', 'Kendrick Lamar']",2016,67,1,125.966,0.151,330783,0.706,0.688,1,0,0.466,-6.357,1,0.269,0.313
71lyUtIPCMAYjTwwwxy2jW,4r Da Squaw,['Isaiah Rashad'],2016,65,10,143.934,0.532,232571,0.667,0.523,1,2.12E-05,0.137,-9.477,0,0.329,0.409
5FX89IUKm9QJT9ymrmyK4k,Free Lunch,['Isaiah Rashad'],2016,63,11,130.011,0.223,192029,0.865,0.472,1,5.39E-05,0.109,-7.359,0,0.237,0.843
0qLt7pQhm8LDxFgI0YXdlY,Heavenly Father,['Isaiah Rashad'],2014,64,1,80.939,0.212,260632,0.608,0.676,1,0,0.347,-7.56,1,0.248,0.57
5hqh0JUxRShhqdaxu7wlz5,Park,['Isaiah Rashad'],2016,53,7,100.034,0.17,173291,0.856,0.632,1,0,0.306,-10.068,1,0.277,0.543
6zSwnPvoqQ2bzvYMlt3u4u,R.I.P. Kevin Miller,['Isaiah Rashad'],2014,48,8,136.158,0.227,229219,0.703,0.835,1,1.40E-05,0.135,-4.456,0,0.27,0.602
0M5pEUmRD3b4nP31L88IdL,Why Worry,['Isaiah Rashad'],2020,65,1,81.162,0.00291,150562,0.287,0.87,1,0,0.0609,-6.689,0,0.293,0.681
6cAKeFFYW2aClZSUyvqAEW,It's Gotta Be You,['Isaiah'],2016,65,8,95.472,0.221,193447,0.433,0.745,0,0,0.0981,-4.632,1,0.0377,0.588
2bdCO4UTMX1ennK2I4rFpD,Always,['Isak Danielson'],2018,68,11,112.963,0.356,213451,0.69,0.452,0,0,0.308,-8.026,1,0.0472,0.55
75bNIPy58AL7MYYp8cnj4A,Snake Song,"['Isobel Campbell', 'Mark Lanegan']",2010,44,1,97.314,0.546,168067,0.58,0.519,0,0.867,0.0959,-12.858,1,0.0372,0.0384
0FGTz3d60ejPOHzJi1lxvN,To Worship You I Live,['Israel Houghton'],2012,48,0,121.813,0.595,407714,0.282,0.258,0,0,0.613,-10.01,1,0.0344,0.192
10GgfyBK6XVFAX1BdZz0BV,Mad At Myself,['Issues'],2014,53,1,134.953,0.00128,230133,0.556,0.987,0,1.26E-06,0.094,-3.118,1,0.108,0.492
4UtgsrQoIwhelshH13QKcq,The Worst of Them,['Issues'],2012,45,11,176.044,0.00434,216187,0.484,0.976,0,0,0.103,-3.509,0,0.139,0.558
04OzTY1aR3ddOvyzHORSIh,Guys Dont Like Me,['It Boys!'],2012,58,8,140.014,0.024,172733,0.572,0.663,0,1.52E-06,0.371,-7.316,1,0.105,0.624
4GV9tK5QPaD3gVSJvMxUN0,Creature,['It Looks Sad.'],2015,56,4,135.051,0.000559,240640,0.519,0.724,0,0.00037,0.12,-7.301,1,0.0303,0.467
6h7otZE1lZfWkynZKUcCqq,My Life Is a Party - Radio Edit,['ItaloBrothers'],2012,59,1,150.037,0.0429,192751,0.605,0.924,0,0,0.0743,-5.358,1,0.408,0.197
1LGFhRGycG5VI9cU8gFgVP,Losing Interest,"['itssvd', 'Shiloh Dynasty']",2017,69,8,111.863,0.48,120547,0.753,0.355,0,0.865,0.122,-13.295,0,0.0898,0.506
0GU5GuJQQEnnREO2FxnVPT,달라달라 (DALLA DALLA),['ITZY'],2019,73,11,124.998,0.00116,199874,0.79,0.853,0,4.23E-05,0.329,-4.564,0,0.0665,0.713
7zFBtYAVURF3bUVqEQ6UUu,ICY,['ITZY'],2019,72,2,124.979,0.0324,191142,0.801,0.904,0,3.10E-05,0.182,-2.819,1,0.0834,0.814
6tCssnvTUREcperDOUTqvA,WANNABE,['ITZY'],2020,81,6,122.035,0.00795,191242,0.809,0.911,0,0.000179,0.181,-4.41,0,0.0617,0.64
0pYacDCZuRhcrwGUA5nTBe,eight(Prod.&Feat. SUGA of BTS),"['IU', 'SUGA']",2020,84,1,120.029,0.115,167573,0.676,0.869,0,0,0.132,-1.573,1,0.0423,0.594
4as4XEOR03oGm1STUKl6pa,BBIBBI,['IU'],2018,72,7,143.894,0.241,194426,0.839,0.617,0,0,0.3,-4.692,1,0.331,0.821
0GsRx0gPft6RmijIwMsKmG,Friday (feat.Jang Yi-jeong of HISTORY),['IU'],2013,59,9,80.026,0.56,217156,0.693,0.529,0,0,0.111,-4.819,1,0.0539,0.555
1SwZVVH9BnXtLRLi2cbFhw,Good day,['IU'],2010,63,9,128.035,0.163,233613,0.643,0.878,0,0,0.105,-2.998,1,0.0673,0.583
3y7ByLZ05tluscOTRgEJ9Y,Palette (Feat. G-DRAGON),['IU'],2017,68,0,102.013,0.458,217413,0.804,0.68,0,0,0.102,-3.81,1,0.2,0.62
5FWF91jFypdEYNZkRW9OnV,Our Time Together (feat. Marie Elizabeth),"['Ivan B', 'Marie Elizabeth']",2016,56,8,105,0.37,260885,0.71,0.557,0,0,0.115,-9.758,1,0.101,0.065
2tW2Kn1IGFFVfRVnQE2UaQ,In My Mind (feat. Georgi Kay) - Axwell Radio Edit,"['Ivan Gough', 'Feenixpawl', 'Georgi Kay', 'Axwell']",2012,61,7,128.025,0.0435,185625,0.51,0.831,0,3.14E-06,0.346,-4.514,0,0.0606,0.376
4kPxQjl9d12EtbhYte5e3j,Dime,['Ivy Queen'],2010,49,7,133.998,0.338,221360,0.706,0.842,0,0,0.357,-4.474,1,0.078,0.798
4zK05ecddIq3vfd08Aqi8y,La Vida Es Así,['Ivy Queen'],2010,57,5,156.109,0.0474,192307,0.705,0.8,0,1.50E-06,0.448,-8.332,1,0.123,0.48
3Ju48PMNQkAGxjJCbWcfeM,Pretty Girls (feat. Travie McCoy),"['Iyaz', 'Travie McCoy']",2011,57,8,76.84,0.0386,223507,0.647,0.749,0,0,0.298,-5.019,1,0.0478,0.659
3fV2ZnSsxgvXUHshkGCBdR,Solo,['Iyaz'],2010,55,11,130.061,0.197,194267,0.73,0.728,0,0,0.197,-3.113,1,0.0291,0.68
71vPAjlG1x606483GTJNhY,FIESTA,['IZ*ONE'],2020,71,7,122.999,0.062,217760,0.758,0.927,0,0,0.343,-2.105,1,0.0537,0.738
06CyfuBxMGOX495rzZR7Im,"Sexo, Sudor y Calor","['J Alvarez', 'Ñejo & Dalmata']",2011,61,0,167.929,0.224,251481,0.746,0.885,0,0,0.327,-5.279,1,0.0534,0.961
534weu3DIwV9UELLTGanOC,Regalame Una Noche,"['J Alvarez', 'Arcangel']",2010,60,6,89.978,0.263,249827,0.717,0.636,0,0,0.328,-6.604,0,0.0356,0.675
1HPzBInBPVJfSUDNLsTGGn,Junto Al Amanecer,['J Alvarez'],2010,61,6,169.966,0.245,250547,0.614,0.702,0,4.63E-06,0.269,-6.081,0,0.0378,0.773
5GChYjT0HJVDtJMjcfhYmS,La Pregunta,['J Alvarez'],2011,64,8,172.048,0.0688,269592,0.739,0.643,0,0,0.0789,,0,0.15,0.834
7hynhxDoDpgMIV12JuVtNa,UN PESO,"['J Balvin', 'Bad Bunny', 'Marciano Cantero']",2019,76,5,79.31,0.125,277107,0.627,0.675,0,0,0.0784,-7.125,0,0.213,0.961
7knLcYCOSaURD0d7HUULFM,COMO UN BEBÉ,"['J Balvin', 'Bad Bunny', 'Mr Eazi']",2019,73,6,103.053,0.0732,218827,0.825,0.807,0,4.79E-06,0.138,-5.753,1,0.0949,0.816
6SYSu569pfYdkDT9A5lZqi,CUIDAO POR AHÍ,"['J Balvin', 'Bad Bunny']",2019,69,4,90.98,0.111,198320,0.845,0.813,0,0.00241,0.174,-2.979,0,0.077,0.586
0fea68AdmYNygeTGI4RC18,LA CANCIÓN,"['J Balvin', 'Bad Bunny']",2019,85,7,176.089,0.152,242573,0.754,0.646,0,1.85E-05,0.108,-5.795,1,0.317,0.429
71pEiUWwfDFiRO6RmFpnBf,MOJAITA,"['J Balvin', 'Bad Bunny']",2019,72,0,172.069,0.0171,187333,0.45,0.842,0,0,0.377,-3.602,1,0.102,0.885
7alOsNr36sJ8CyOEP4aILq,ODIO,"['J Balvin', 'Bad Bunny']",2019,69,6,139.99,0.215,270400,0.74,0.698,0,0,0.116,-3.838,0,0.0388,0.529
25ZAibhr3bdlMCLmubZDVt,QUE PRETENDES,"['J Balvin', 'Bad Bunny']",2019,80,10,92.603,0.0275,222347,0.639,0.791,0,0,0.362,-4.443,0,0.253,0.939
2joKSGkqac0LIwYG9Ghrwq,Si Tu Novio Te Deja Sola,"['J Balvin', 'Bad Bunny']",2017,70,3,121.927,0.519,243560,0.718,0.46,1,0,0.0981,-9.498,0,0.0711,0.52
0uIfrUwwg0Z7KTitul7E3T,YO LE LLEGO,"['J Balvin', 'Bad Bunny']",2019,70,9,155.036,0.0104,249600,0.785,0.792,0,0,0.104,-4.695,0,0.0641,0.528
3uvypVUsiIr1B0BccIcsEh,6:00 AM,"['J Balvin', 'Farruko']",2013,68,5,175.965,0.152,243227,0.746,0.746,0,0,0.274,-5.046,0,0.102,0.733
7mPwkbaoiQ5bf8FPbRJzUr,6:00 AM,"['J Balvin', 'Farruko']",2013,59,5,175.978,0.142,243227,0.747,0.739,0,0,0.273,-5.256,0,0.0931,0.737
0atfY1ew83Ql9nNnJiD2t5,Bonita,"['J Balvin', 'Jowell & Randy']",2017,72,5,96.038,0.0132,265747,0.775,0.867,0,0.00684,0.278,-1.582,0,0.0414,0.869
7knKANgv1RmBYeGCL26bqi,Bonita,"['J Balvin', 'Jowell & Randy']",2020,0,5,96.019,0.0139,267347,0.786,0.866,0,0.00156,0.222,-1.632,0,0.0407,0.877
5zzbORcD0GwLY0wQHP1Xs1,Arcoíris,"['J Balvin', 'Mr Eazi']",2020,75,4,92.971,0.0853,186693,0.731,0.787,0,0,0.316,-5.26,0,0.0721,0.393
456xBIOmLRoLzCvCzZrWge,Safari,"['J Balvin', 'Pharrell Williams', 'BIA', 'Sky']",2016,71,0,180.065,0.531,205600,0.689,0.675,0,3.17E-06,0.115,-4.281,1,0.32,0.604
6L0bHTNutgo5C0k1pvFiKp,Safari,"['J Balvin', 'Pharrell Williams', 'BIA', 'Sky']",2020,0,0,133.679,0.483,204973,0.663,0.727,0,0,0.156,-5.854,0,0.26,0.513
3HTbI3yUJQw3fP0Po8qLcD,Verde,"['J Balvin', 'Sky Rompiendo']",2020,77,8,94.995,0.0381,142547,0.828,0.738,0,0.473,0.0917,-4.295,0,0.0516,0.818
0GzmMQizDeA2NVMUaZksv0,Mi Gente (feat. Beyoncé),"['J Balvin', 'Willy William', 'Beyoncé']",2017,61,11,105.009,0.0223,209733,0.759,0.716,0,0,0.231,-6.36,0,0.0818,0.469
4ipnJyDU3Lq15qBAYNqlqK,Mi Gente,"['J Balvin', 'Willy William']",2017,72,11,104.959,0.0179,189440,0.774,0.687,0,1.17E-05,0.128,-4.818,0,0.0584,0.308
7COfe3P7KgfwDwIRB8LIDw,Mi Gente,"['J Balvin', 'Willy William']",2018,74,11,104.666,0.0168,185040,0.548,0.704,0,2.25E-05,0.143,-4.838,0,0.0777,0.288
1tJw60G9KHl7fYVdQ2JDgo,Ginza - Remix,"['J Balvin', 'Yandel', 'Farruko', 'Nicky Jam', 'De La Ghetto', 'Daddy Yankee', 'Zion', 'Arcangel', 'Sky Rompiendo', 'Alejandro ""Mosty"" Patiño']",2015,60,5,102.166,0.129,373960,0.71,0.88,0,0,0.0935,-3.16,0,0.211,0.826
32lvGuFHF7Rp7vDEVEb8cY,Ginza - Remix,"['J Balvin', 'Yandel', 'Farruko', 'Nicky Jam', 'De La Ghetto', 'Daddy Yankee', 'Zion', 'Arcangel']",2020,0,10,102.027,0.126,393000,0.746,0.886,0,0,0.104,-3.122,0,0.171,0.846
5qFeMRz4TvetPmzjre9Dq7,No Es Justo,"['J Balvin', 'Zion & Lennox']",2018,70,7,87.866,0.161,250840,0.684,0.811,0,0.000363,0.0871,-4.494,1,0.0714,0.721
6Ges5C2IE738iJh4HyQizQ,Ay Vamos,['J Balvin'],2014,69,8,173.916,0.157,226413,0.718,0.711,0,5.54E-05,0.1,-5.746,0,0.11,0.92
2lCkncy6bIB0LTMT7kvrD1,Azul,['J Balvin'],2020,86,11,94.018,0.0816,205933,0.843,0.836,0,0.00138,0.0532,-2.474,0,0.0695,0.65
2rc7BkzO8qepMFAxHtOrXc,Blanco,['J Balvin'],2019,79,9,100.013,0.0253,145800,0.87,0.706,0,0.0063,0.0872,-5.395,0,0.126,0.593
5pXy29xzxR3aTB0SYRI590,Blanco,['J Balvin'],2020,76,10,99.982,0.0302,145680,0.872,0.692,0,0.00761,0.0871,-5.376,1,0.187,0.693
3B6gMMvco3cAOgoAFMc1Ut,Bobo,['J Balvin'],2020,0,10,173.962,0.16,214800,0.744,0.886,0,1.75E-06,0.108,-2.779,1,0.127,0.797
2C2TGgFzrTRIOdQS1vUN5h,Ginza,['J Balvin'],2016,70,5,101.965,0.208,171093,0.73,0.809,0,0.0013,0.0804,-6.406,0,0.0876,0.825
1syf62zw48zu4FrPwMtDHk,Gris,['J Balvin'],2020,81,6,93.06,0.229,176627,0.849,0.709,0,0,0.329,-4.717,0,0.0794,0.916
3mQ6SLdxxaL52Yte7KF2Ks,Morado,['J Balvin'],2020,84,11,97.002,0.137,200667,0.881,0.696,0,4.13E-05,0.0927,-3.838,0,0.0797,0.781
2hsA9YWuF3C9Gosi4dpjJN,Negro,['J Balvin'],2020,82,0,164.081,0.0157,182093,0.795,0.911,0,0.206,0.131,-2.228,1,0.0875,0.8
2D3z17LBMJ2HEHeBFFjTLi,Reggaeton,['J Balvin'],2018,73,4,176.059,0.0165,158800,0.747,0.74,0,9.94E-05,0.101,-4.325,0,0.191,0.552
380HmhwTE2NJgawn1NwkXi,Rojo,['J Balvin'],2020,84,11,172.245,0.193,150720,0.663,0.598,0,8.02E-05,0.0856,-4.042,1,0.17,0.4
4uziEsK1yiqdauKVDPsmVG,Rojo,['J Balvin'],2020,86,11,172.27,0.15,150853,0.652,0.595,0,0.000115,0.0842,-4.04,1,0.113,0.444
7tujM013GDVU2TNK1VV3ds,Rojo,['J Balvin'],2020,68,11,172.26,0.146,151147,0.652,0.595,0,0.000105,0.0836,-4.041,1,0.116,0.422
0k23rRi1B8ZHrKtzECGoyk,Sigo Extrañándote,['J Balvin'],2016,69,11,93.016,0.154,201280,0.896,0.859,0,0.000115,0.212,-4.232,0,0.211,0.938
4UJh06QJDNv1yJNfakvzUR,Sigo Extrañándote,['J Balvin'],2020,0,9,93.035,0.174,202373,0.872,0.865,0,3.35E-05,0.159,-4.248,1,0.244,0.935
2biG396b4oY4gHJJRtjUIo,Tranquila,['J Balvin'],2013,60,4,175.982,0.0298,199933,0.718,0.679,0,0,0.126,-6.216,0,0.197,0.669
7syG2WcnpcoJvxSZT9VbAa,Yo Te Lo Dije,['J Balvin'],2013,62,3,87.944,0.0841,220853,0.746,0.617,0,0,0.21,-5.811,0,0.0734,0.961
7bCO23jh0OHr7yRxtmIvDm,Every Little Thing,"['J Boog', 'Fiji']",2011,52,0,72.011,0.01,218147,0.796,0.629,0,0,0.0504,-6.274,1,0.243,0.96
618CpFCQ6R3i4jPlyTvspX,Smoking Bomb Bud,"['J Boog', 'Fiji']",2012,53,7,143.965,0.173,216967,0.779,0.743,0,0,0.091,-4.735,1,0.0583,0.821
4RjHalDdUreXDJSJLo44lK,Sunshine Girl,"['J Boog', 'Peetah Morgan']",2011,59,8,118.116,0.119,217271,0.769,0.536,0,0,0.0439,-6.679,1,0.0341,0.916
0jREd56kAWsJUGsQbBsWPl,Leaving With Me,['J Boog'],2013,49,0,84.805,0.0249,241970,0.758,0.598,0,0,0.0368,-3.81,1,0.0465,0.801
4TBtGrMgUYH7D5Tf5HLvyz,Let's Do It Again,['J Boog'],2011,78,0,173.537,0.578,192177,0.631,0.696,0,0,0.0784,-5.631,0,0.211,0.927
6LfJVV4oNiz7KeDrZUf8ty,Let's Do It Again,['J Boog'],2011,52,0,80.897,0.491,192893,0.607,0.67,0,0,0.0747,-5.517,0,0.244,0.908
696bLELRbQE6K4l3rJODMj,Mystery,['J Boog'],2011,46,5,76.509,0.0226,202479,0.737,0.656,0,0,0.0702,-7.252,0,0.27,0.851
4C7ywbJNrB81ZYmKnPOj6S,Police and Theives,['J Boog'],2011,44,1,137.985,0.00925,217360,0.875,0.63,0,0.000707,0.0577,-6.212,1,0.0499,0.965
3Ibxs1OxL9wH3jBwpIQGid,See Her Again,['J Boog'],2012,53,2,62.023,0.768,189677,0.734,0.502,0,0,0.0584,-6.792,1,0.0484,0.936
62XR7Tt1LenZa8letZAJm1,Waiting on the Rain,['J Boog'],2010,44,7,90.998,0.678,206286,0.824,0.411,0,0,0.101,-10.737,1,0.117,0.506
7paHl6UuZR7drEyw8M7gI9,Waiting On The Rain,['J Boog'],2011,49,7,90.98,0.647,207573,0.806,0.551,0,0,0.0902,-6.694,1,0.136,0.531
5o5yQsdZblzaqzgBFDVJTv,Whine & Kotch,"['J Capri', 'Charly Black']",2012,62,9,105.151,0.0654,217200,0.699,0.675,1,0,0.143,-5.383,1,0.387,0.442
5u89YD9CJMFVfFqUoeGy2P,New York Times (feat. 50 Cent & Bas),"['J. Cole', '50 Cent', 'Bas']",2013,55,8,171.333,0.291,271813,0.365,0.655,1,0.00037,0.164,-6.957,1,0.311,0.31
282L6SR4Y8Rs0VUgtEy1Zw,She Knows (feat. Amber Coffman & Cults),"['J. Cole', 'Amber Coffman', 'Cults']",2013,67,1,118.005,0.0192,296520,0.766,0.739,1,0.0794,0.229,-10.364,1,0.0805,0.185
4OkiWfrZKmmVoILXk8JEtl,In The Morning,"['J. Cole', 'Drake']",2011,65,3,83.078,0.764,234387,0.44,0.671,0,0,0.212,-10.598,0,0.477,0.479
2wQVmS0j4xcSbEK8CLEgwz,Born Sinner (feat. James Fauntleroy),"['J. Cole', 'James Fauntleroy']",2013,59,5,158.151,0.301,209360,0.556,0.908,1,0,0.129,-4.759,0,0.245,0.715
4OSRNTDInE9bDHBBJ77tMw,Mr. Nice Watch,"['J. Cole', 'JAY-Z']",2011,50,10,138.954,0.0929,237947,0.556,0.574,1,0.000219,0.113,-8.555,0,0.0951,0.29
4fFZW98VLhdZSlyC07wt6v,Sparks Will Fly (feat. Jhené),"['J. Cole', 'Jhené Aiko']",2013,56,1,122.663,0.0669,252053,0.489,0.821,1,0,0.15,-6.904,0,0.229,0.684
5kpnUpMNV9dPNCKY7JtW3Q,Forbidden Fruit (feat. Kendrick Lamar),"['J. Cole', 'Kendrick Lamar']",2013,65,1,110.029,0.548,268667,0.838,0.505,1,0.00127,0.211,-9.354,1,0.383,0.407
6onwlDmIVKE8bBgyBRSuS0,FRIENDS (feat. kiLL edward),"['J. Cole', 'kiLL edward']",2018,60,6,109.295,0.102,257646,0.716,0.652,1,0,0.11,-7.909,0,0.398,0.494
3rFF7kSm5qBOOPs6ljFgPp,The Cut Off (feat. kiLL edward),"['J. Cole', 'kiLL edward']",2018,61,1,78.198,0.185,237295,0.74,0.543,1,0,0.372,-7.979,1,0.399,0.337
1EbWiEra7ovNsMq3DeLSDy,Power Trip (feat. Miguel),"['J. Cole', 'Miguel']",2013,58,1,99.948,0.338,240280,0.63,0.608,1,0.000288,0.665,-7.273,1,0.225,0.406
7FOJvA3PxiIU0DN3JjQ7jT,Power Trip (feat. Miguel),"['J. Cole', 'Miguel']",2013,72,1,99.991,0.322,241160,0.667,0.61,1,0.000203,0.426,-7.054,1,0.217,0.465
6Nw1WHydftZy2joT2nTiCR,Nobody's Perfect,"['J. Cole', 'Missy Elliott']",2011,64,8,119.988,0.0974,190653,0.793,0.498,1,1.26E-05,0.13,-11.208,0,0.17,0.427
6JG0qhINKVwiHxqN85j7RG,Crooked Smile (feat. TLC),"['J. Cole', 'TLC']",2013,69,7,81.004,0.433,278573,0.607,0.784,1,0,0.689,-6.293,1,0.268,0.482
3mTpegrOwRn0oJjv4TSbEE,Can't Get Enough,"['J. Cole', 'Trey Songz']",2011,66,2,132.035,0.139,225960,0.768,0.62,0,0,0.521,-7.399,1,0.0658,0.589
4txn9qnwK3ILQqv5oq2mO3,03' Adolescence,['J. Cole'],2014,63,1,146.216,0.389,NA,0.518,0.809,1,0,0.275,-6.362,1,0.566,0.261
7EulRO07ZgchxqKUHb8Pvc,1985 - Intro to “The Fall Off”,['J. Cole'],2018,67,2,94.336,0.147,190177,0.678,0.648,1,0,0.182,-5.892,1,0.445,0.635
1vvnYpYEMVB4aq9I6tHIEB,4 Your Eyez Only,['J. Cole'],2016,65,11,78.863,0.367,530253,0.701,0.485,1,6.31E-05,0.0852,-10.305,0,0.364,0.496
7lL3MvFWFFSD25pBz72Agj,A Tale of 2 Citiez,['J. Cole'],2014,69,6,189.861,0.553,269787,0.559,0.556,1,0,0.251,-7.844,1,0.531,0.362
5Je1fS7wNMhngKuU0fKUvw,Ain't That Some Shit (Interlude),['J. Cole'],2013,50,7,76.471,0.0814,147413,0.703,0.852,1,0.0014,0.314,-5.932,1,0.196,0.961
6rDaCGqcQB1urhpCrrD599,Album of the Year - Freestyle,['J. Cole'],2018,60,10,94.211,0.0805,138872,0.705,0.816,1,0,0.476,-7.046,0,0.32,0.929
1HNs07uZxZniPNmniw2GTa,Apparently,['J. Cole'],2014,69,5,133.982,0.564,293040,0.801,0.543,1,0,0.116,-9.236,1,0.091,0.534
2UciqgwVDwro0fev3MFbxJ,ATM,['J. Cole'],2018,68,8,81.651,0.115,216727,0.719,0.497,1,0,0.0898,-7.661,1,0.681,0.345
5sWbwccBcyHsg5LEKWGZo9,BRACKETS,['J. Cole'],2018,63,10,84.039,0.19,315771,0.675,0.567,1,1.77E-06,0.175,-9.147,0,0.263,0.658
2aMHA0kCzCKDiRTNEe4NJc,Breakdown,['J. Cole'],2011,49,1,99.505,0.0207,285307,0.455,0.647,1,0.0556,0.098,-7.27,1,0.203,0.489
5A0NEY8GOCB3ErRSRPpY72,Chaining Day,['J. Cole'],2013,53,0,84.544,0.279,284507,0.625,0.642,1,1.22E-06,0.103,-7.291,1,0.168,0.333
3pjUyVbFmM96tYhSaKJwTt,Change,['J. Cole'],2016,65,11,97.063,0.666,331480,0.74,0.523,1,0.00142,0.0968,-10.753,0,0.233,0.235
5vSqkO8k4lrXPj2xlYL4br,Cole World,['J. Cole'],2011,57,5,156.974,0.00137,184587,0.695,0.768,1,0,0.0964,-8.819,0,0.136,0.499
6I6NX6tjGsxFAsIfGzY9lJ,Deja Vu,['J. Cole'],2016,70,9,174.063,0.352,264747,0.657,0.421,1,0.000218,0.187,-11.378,1,0.412,0.181
1Yl4UBgyoHPgyne7rEsFZp,Dollar And A Dream III,['J. Cole'],2011,51,3,76.585,0.516,283067,0.42,0.726,1,0,0.0907,-7.113,0,0.415,0.316
1wIQtB3UQ1TfjNMZZqO6eh,everybody dies,['J. Cole'],2016,61,9,82.861,0.281,161827,0.779,0.694,1,1.36E-05,0.109,-9.376,1,0.2,0.569
0eneujAc4PxkdjP25Gsue1,False Prophets,['J. Cole'],2016,60,8,90.306,0.696,237427,0.729,0.739,1,9.37E-06,0.164,-9.5,0,0.338,0.749
4Tjh34RS4ACZ6f6srlDBg8,Fire Squad,['J. Cole'],2014,66,11,175.432,0.279,288200,0.516,0.738,1,0,0.621,-7.21,1,0.415,0.595
77IAeEz8LEchPN8UNjaTJ2,Foldin Clothes,['J. Cole'],2016,59,7,161.943,0.234,316920,0.698,0.487,1,0.00086,0.0724,-9.887,0,0.312,0.614
3MWlVSkoLS1e66nlZ2tuWJ,For Whom The Bell Tolls,['J. Cole'],2016,59,10,74.556,0.536,127880,0.595,0.416,1,0,0.293,-10.957,0,0.0366,0.185
16qYlQ6koFxYVbiJbGHblz,G.O.M.D.,['J. Cole'],2014,74,4,128.065,0.331,301133,0.889,0.393,1,8.67E-06,0.283,-10.821,0,0.267,0.304
2a3QH6bZDNpeC2YUMH5A2K,God's Gift,['J. Cole'],2011,50,1,79.65,0.0311,212800,0.332,0.791,1,0.000264,0.104,-4.489,0,0.22,0.439
30Chv2SmIry70YwtmtaKnj,Hello,['J. Cole'],2014,59,9,159.973,0.0774,219173,0.631,0.7,1,1.19E-05,0.106,-8.565,0,0.212,0.329
4WfjYOo0JxommRm1PyObJl,High For Hours,['J. Cole'],2017,61,1,95.518,0.452,251309,0.871,0.446,1,0,0.161,-9.818,1,0.424,0.685
6AGON2BGdPmPMJGiiNuuwl,Immortal,['J. Cole'],2016,66,3,92.039,0.455,201667,0.744,0.43,1,2.73E-06,0.126,-10.604,0,0.309,0.266
2NJu5JtZLPmmuZF7Lr4Arr,Interlude,['J. Cole'],2011,46,5,64.825,0.936,99680,0.521,0.285,1,0.000168,0.115,-14.619,0,0.105,0.157
4YwNf1fLZt9IQhJeHNWfBi,Intro,['J. Cole'],2014,58,7,78.531,0.844,129267,0.456,0.268,1,0.0693,0.107,-15.164,0,0.0417,0.12
1PQAocUDoT1Q90Sabu1MTu,Is She Gon Pop,['J. Cole'],2013,54,4,83.295,0.0826,165400,0.547,0.747,1,1.48E-05,0.231,-8.597,0,0.351,0.216
6NyhBA9M6KK0fuVsojxL00,January 28th,['J. Cole'],2014,63,5,81.967,0.259,242813,0.483,0.546,1,0,0.0951,-8.59,1,0.349,0.372
6tZ3b7ik1QDXFAZlXib0YZ,Kevin’s Heart,['J. Cole'],2018,73,6,116.078,0.482,200310,0.829,0.527,1,0,0.631,-6.644,0,0.367,0.473
7yotKA30dwTKNEGomV9ZsI,KOD,['J. Cole'],2018,73,0,141.869,0.21,191437,0.831,0.782,1,0,0.113,-6.274,1,0.15,0.199
4cvUik0BhfRXJyEGtTYuut,Land of the Snakes,['J. Cole'],2013,61,2,104.031,0.23,254453,0.772,0.729,1,0,0.257,-7.808,1,0.292,0.475
26RcjBcThMrZ8KvsqApOvN,Let Nas Down,['J. Cole'],2013,55,9,79.255,0.0256,277200,0.458,0.74,1,0,0.296,-5.65,0,0.245,0.37
6sZv0ECT8cEW3oZtoCuVg4,Lights Please,['J. Cole'],2011,62,7,83.009,0.0293,208160,0.813,0.563,1,0,0.125,-7.083,1,0.269,0.761
3l6lmZCaZdnc90MI2BktqP,Lost Ones,['J. Cole'],2011,61,5,81.076,0.103,263720,0.727,0.781,1,0,0.0537,-8.614,1,0.29,0.682
4gkl7QbQvBd3TM9PhlWFkI,Love Yourz,['J. Cole'],2014,70,8,75.555,0.609,211680,0.502,0.623,1,0,0.119,-8.812,1,0.441,0.399
